trade_id,pv,delta,vega
3509,493.285,-9.986,0.038
3510,-548.149,-9.427,-2.787
3511,368.977,-5.513,4.617
3512,1288.54,11.563,7.026
3513,-61.607,4.841,-3.247
3514,1114.975,9.888,0.796
3515,49.289,-1.325,5.281
3516,-39.131,-2.207,-3.079
3517,6.398,-0.126,0.799
3518,236.842,7.85,3.202
3519,-64.111,0.891,-3.854
3520,268.968,10.256,1.008
3521,0.0,0.0,0.0
3522,-260.005,-8.364,-4.315
3523,0.005,-0.001,0.002
3524,0.855,0.184,0.143
3525,-643.452,6.188,-4.694
3526,437.251,6.967,6.78
3527,60.263,-7.596,1.289
3528,-994.253,-10.774,-10.776
3529,15.141,-0.369,1.192
3530,84.334,6.575,1.476
3531,-12.083,0.634,-1.982
3532,519.91,9.988,0.034
3533,0.0,-0.0,0.0
3534,-0.0,-0.0,-0.0
3535,1.942,-0.317,0.224
3536,147.15,9.635,2.171
3537,-254.121,8.271,-0.938
3538,67.244,2.886,3.572
3539,46.907,-1.055,4.067
3540,-0.0,-0.0,-0.0
3541,25.749,-0.645,2.406
3542,693.18,10.0,0.002
3543,-13.996,0.517,-1.077
3544,1103.646,11.182,9.567
3545,31.305,-5.698,1.617
3546,-1262.213,-9.988,-0.092
3547,935.93,-9.946,0.064
3548,60.857,7.145,0.893
3549,-520.378,6.353,-4.106
3550,995.673,10.0,0.0
3551,113.434,-3.542,3.258
3552,-614.88,-11.115,-0.676
3553,261.788,-1.694,8.382
3554,418.588,8.826,2.934
3555,-211.545,8.335,-0.586
3556,3.504,0.677,0.391
3557,410.073,-10.0,0.0
3558,-152.99,-6.142,-3.917
3559,1.498,-0.121,0.203
3560,583.968,8.008,9.074
3561,-349.622,9.997,-0.006
3562,95.891,3.447,4.28
3563,14.903,-0.747,2.918
3564,-460.585,-7.57,-7.407
3565,607.734,-6.55,3.767
3566,92.324,3.673,3.97
3567,-0.002,0.0,-0.002
3568,21.586,2.346,2.363
3569,688.841,-8.159,1.836
3570,-1.308,-0.268,-0.199
3571,466.0,-4.095,6.001
3572,613.336,9.317,2.543
3573,-39.851,1.832,-1.819
3574,144.765,4.246,5.528
3575,83.365,-2.708,3.006
3576,-1399.43,-11.593,-4.148
3577,0.682,-0.046,0.235
3578,34.71,2.786,1.944
3579,-145.936,3.325,-4.057
3580,120.482,5.456,4.745
3581,844.482,-7.424,3.306
3582,-415.657,-10.0,-0.0
3583,474.927,-7.329,2.52
3584,1257.851,11.744,9.621
3585,-0.002,0.0,-0.001
3586,99.424,5.405,3.609
3587,1.954,-0.108,0.256
3588,-56.326,-4.119,-3.145
3589,27.077,-0.488,1.795
3590,0.066,0.029,0.018
3591,-0.037,0.001,-0.011
3592,31.287,3.847,2.263
3593,42.417,-1.069,2.134
3594,-849.068,-8.968,-5.665
3595,869.446,-8.121,2.438
3596,0.0,0.0,0.0
3597,-251.151,9.951,-0.086
3598,912.658,9.365,3.582
3599,342.746,-10.0,0.0
3600,-0.0,-0.0,-0.0
3601,176.478,-2.246,6.638
3602,491.634,9.055,3.349
3603,-0.358,0.026,-0.162
3604,0.839,0.164,0.168
3605,605.315,-9.463,1.511
3606,-7.728,-2.798,-1.297
3607,76.377,-5.631,3.285
3608,155.452,11.18,0.647
3609,-1.071,0.035,-0.248
3610,71.435,3.875,5.497
3611,0.001,-0.0,0.001
3612,-1127.076,-10.0,-0.0
3613,64.215,-1.258,5.142
3614,6.764,0.916,0.68
3615,-26.546,0.862,-4.181
3616,876.816,11.068,1.128
3617,886.662,-8.618,0.987
3618,-921.924,-10.0,-0.0
3619,266.626,-9.305,0.372
3620,404.265,7.463,6.349
3621,-0.0,0.0,-0.0
3622,326.935,8.8,1.782
3623,3.458,-2.079,0.489
3624,-388.291,-11.0,-0.004
3625,173.52,-3.562,4.681
3626,488.579,9.173,3.218
3627,-0.0,-0.0,-0.0
3628,0.0,0.0,0.0
3629,371.737,-5.498,4.187
3630,-76.582,-8.959,-0.272
3631,62.907,-3.027,4.832
3632,0.0,0.0,0.0
3633,-30.078,1.171,-4.467
3634,442.853,9.073,2.159
3635,0.0,-0.0,0.0
3636,-761.424,-9.766,-1.672
3637,181.395,-3.081,6.049
3638,356.772,9.313,1.968
3639,-86.293,3.148,-1.899
3640,675.749,10.914,2.113
3641,760.712,-9.089,0.949
3642,-35.204,-2.264,-2.5
3643,734.489,-10.0,0.002
3644,155.98,9.382,1.21
3645,-11.972,0.333,-1.259
3646,72.394,3.36,4.203
3647,13.472,-0.335,1.116
3648,-282.408,-11.183,-1.487
3649,73.01,-2.145,3.764
3650,125.374,7.218,2.168
3651,-407.952,6.454,-4.696
3652,702.313,8.133,8.414
3653,0.0,-0.0,0.0
3654,-107.712,-8.974,-1.251
3655,421.214,-6.179,6.337
3656,659.939,11.165,0.861
3657,-839.658,8.237,-2.246
3658,431.995,9.362,1.944
3659,577.68,-4.687,5.962
3660,-521.184,-9.082,-1.803
3661,0.011,-0.003,0.003
3662,766.017,9.999,0.005
3663,-0.028,0.003,-0.012
3664,1022.579,10.319,8.592
3665,320.932,-9.778,0.508
3666,-611.756,-9.072,-3.748
3667,341.956,-3.81,5.482
3668,354.15,9.141,4.342
3669,-308.966,2.983,-5.616
3670,234.27,6.354,4.544
3671,103.315,-1.088,5.232
3672,-46.331,-4.93,-2.183
3673,144.595,-7.774,0.927
3674,496.28,9.398,1.445
3675,-0.123,0.011,-0.046
3676,0.0,0.0,0.0
3677,208.798,-1.498,7.485
3678,-832.705,-10.0,-0.0
3679,159.895,-2.391,8.069
3680,917.302,10.987,-0.038
3681,-3.959,0.193,-1.007
3682,306.387,7.601,7.742
3683,545.672,-6.479,3.638
3684,-233.256,-6.476,-4.773
3685,9.56,-0.238,1.53
3686,693.136,9.895,0.36
3687,-245.612,3.367,-7.031
3688,1.808,0.314,1.209
3689,40.301,-2.148,1.735
3690,-826.049,-10.0,-0.0
3691,914.562,-9.884,0.136
3692,0.371,0.121,0.253
3693,-513.862,9.828,-0.149
3694,221.921,6.738,3.835
3695,25.418,-1.543,1.317
3696,-211.716,-6.492,-7.074
3697,24.308,-0.76,2.625
3698,12.093,1.533,1.118
3699,-249.08,4.417,-9.615
3700,923.937,9.664,1.517
3701,345.72,-9.92,0.05
3702,-620.206,-7.838,-8.064
3703,104.062,-4.469,3.679
3704,748.767,10.05,7.147
3705,-602.375,10.0,-0.0
3706,218.25,8.7,3.031
3707,120.84,-3.859,3.853
3708,-0.465,-0.117,-0.21
3709,520.022,-9.77,0.432
3710,1100.522,9.559,3.042
3711,-22.149,3.715,-2.609
3712,94.002,4.544,3.574
3713,11.91,-0.416,1.901
3714,-44.099,-2.724,-5.468
3715,120.808,-1.237,6.261
3716,428.47,9.89,0.275
3717,-1.443,0.084,-0.334
3718,1080.241,10.0,0.0
3719,463.073,-9.494,0.778
3720,-1080.771,-11.369,-2.157
3721,335.548,-4.746,4.23
3722,145.03,7.733,1.898
3723,-389.502,4.978,-6.795
3724,0.0,0.0,0.0
3725,606.612,-10.0,0.0
3726,-1146.473,-10.0,-0.0
3727,290.113,-4.12,8.646
3728,659.903,9.091,8.993
3729,-32.512,0.908,-5.177
3730,396.488,8.869,2.674
3731,43.414,-0.54,3.414
3732,-0.0,-0.0,-0.0
3733,252.41,-5.287,3.838
3734,49.744,5.562,3.769
3735,-147.732,2.132,-4.32
3736,0.0,0.0,0.0
3737,118.757,-4.723,2.17
3738,-146.852,-4.675,-5.583
3739,150.199,4.99,5.921
3740,132.865,-1.85,4.018
3741,-466.772,-10.0,-0.0
3742,231.92,-4.152,2.811
3743,75.646,6.191,5.033
3744,-886.791,11.05,0.104
3745,7.765,0.99,1.178
3746,56.999,-2.811,3.684
3747,-809.114,-10.0,-0.0
3748,295.594,-4.678,6.071
3749,524.347,8.269,4.698
3750,-115.677,5.632,-1.669
3751,0.007,0.002,0.009
3752,204.805,-5.179,5.549
3753,-0.015,-0.005,-0.013
3754,96.062,-5.448,1.577
3755,220.131,6.296,8.733
3756,-560.196,7.206,-2.092
3757,145.806,4.536,5.883
3758,28.85,-1.473,2.67
3759,-35.289,-2.793,-2.201
3760,483.926,-7.603,3.801
3761,7.431,0.745,1.365
3762,-197.162,5.956,-2.206
3763,694.059,9.898,0.373
3764,144.065,-4.214,2.887
3765,-1054.865,-9.881,-0.962
3766,65.249,-1.339,2.932
3767,99.146,8.092,1.82
3768,-661.117,11.052,0.198
3769,82.318,4.814,2.88
3770,42.713,-1.109,3.859
3771,-861.063,-9.408,-2.797
3772,0.02,-0.001,0.008
3773,0.026,0.007,0.02
3774,-1129.188,10.0,-0.0
3775,8.424,0.976,1.147
3776,325.264,-5.964,5.366
3777,-611.102,-7.654,-8.31
3778,0.893,-0.045,0.319
3779,16.18,1.894,1.281
3780,-0.01,0.002,-0.014
3781,0.049,0.013,0.034
3782,2.94,-0.076,0.464
3783,-598.026,-9.795,-0.664
3784,8.629,-0.216,1.106
3785,0.001,0.0,0.0
3786,-628.182,10.0,-0.0
3787,306.022,7.476,5.443
3788,398.311,-10.0,0.0
3789,-582.759,-8.866,-5.343
3790,122.531,-2.256,3.785
3791,0.021,0.008,0.015
3792,-250.227,4.541,-6.87
3793,0.001,0.001,0.001
3794,233.368,-9.875,0.058
3795,-6.817,-0.958,-0.61
3796,13.04,-0.542,1.277
3797,1.75,0.328,0.256
3798,-0.73,0.07,-0.166
3799,646.739,8.039,7.699
3800,735.957,-11.292,-0.116
3801,-924.258,-10.0,-0.0
3802,72.493,-1.546,5.348
3803,0.172,0.044,0.114
3804,-139.185,2.69,-6.106
3805,207.557,6.094,5.082
3806,1.272,-0.093,0.468
3807,-87.139,-6.364,-3.138
3808,0.004,-0.005,0.009
3809,777.387,8.763,5.983
3810,-0.0,0.0,-0.001
3811,279.578,8.898,1.727
3812,146.996,-3.302,4.094
3813,-0.009,-0.004,-0.008
3814,210.52,-9.331,1.115
3815,126.174,5.495,7.193
3816,-53.666,1.032,-3.721
3817,221.06,7.023,4.595
3818,4.552,-0.199,0.586
3819,-0.524,-0.235,-0.271
3820,0.0,-0.0,0.0
3821,180.532,5.683,5.721
3822,-660.598,10.0,-0.0
3823,204.029,6.58,3.909
3824,0.171,-0.022,0.113
3825,-67.042,-7.292,-2.177
3826,488.439,-10.0,0.0
3827,33.334,2.053,2.584
3828,-75.436,2.959,-2.164
3829,191.475,7.603,3.236
3830,392.041,-2.905,9.088
3831,-632.966,-10.0,-0.0
3832,64.216,-1.011,4.164
3833,182.516,9.801,0.345
3834,-154.065,7.56,-1.915
3835,0.025,0.008,0.028
3836,18.85,-1.431,3.746
3837,-313.727,-9.979,-0.087
3838,310.279,-3.6,5.601
3839,9.424,0.981,2.046
3840,-656.288,10.835,-0.457
3841,519.527,9.999,0.006
3842,244.074,-1.991,8.872
3843,-347.77,-10.0,-0.0
3844,615.6,-10.0,0.0
3845,540.117,7.284,9.504
3846,-175.651,1.931,-7.222
3847,46.106,2.816,7.296
3848,24.457,-0.88,2.975
3849,-251.716,-7.613,-2.877
3850,279.044,-2.795,8.233
3851,562.347,9.372,3.138
3852,-1094.751,9.962,-0.044
3853,0.0,0.0,0.0
3854,526.375,-5.392,4.912
3855,-28.35,-3.086,-3.215
3856,0.292,-0.085,0.208
3857,555.75,9.221,3.175
3858,-349.142,8.809,-1.548
3859,1231.536,10.0,0.0
3860,817.595,-9.884,0.139
3861,-846.504,-9.867,-1.088
3862,0.666,-0.028,0.193
3863,623.047,7.714,9.392
3864,-8.159,0.28,-1.04
3865,161.39,4.517,5.803
3866,20.55,-0.651,1.989
3867,-0.0,-0.0,-0.0
3868,325.797,-2.687,8.387
3869,3.864,0.932,0.898
3870,-41.851,7.75,-0.932
3871,0.268,0.085,0.122
3872,96.814,-3.261,2.641
3873,-49.4,-3.519,-2.554
3874,16.472,-0.934,3.928
3875,819.684,9.965,0.151
3876,-83.925,5.74,-1.317
3877,270.503,9.978,0.065
3878,303.417,-7.367,2.236
3879,-649.176,-8.09,-7.458
3880,15.878,-0.229,1.71
3881,0.049,0.016,0.05
3882,-931.05,10.0,-0.0
3883,706.104,8.53,6.251
3884,72.188,-1.181,5.715
3885,-20.229,-3.941,-2.091
3886,536.438,-6.317,5.874
3887,20.998,2.404,1.413
3888,-75.905,2.657,-4.935
3889,984.684,10.0,0.0
3890,377.465,-5.817,7.478
3891,-355.055,-7.417,-5.983
3892,641.745,-7.846,1.337
3893,0.0,0.0,0.0
3894,-69.7,3.169,-4.369
3895,942.903,9.623,2.065
3896,0.213,-0.041,0.169
3897,-357.691,-10.0,-0.0
3898,0.008,-0.001,0.004
3899,0.024,0.008,0.027
3900,-97.427,3.174,-7.192
3901,87.838,6.978,3.51
3902,2.135,-0.075,0.394
3903,-0.045,-0.014,-0.014
3904,0.0,0.0,0.0
3905,12.981,1.15,2.659
3906,-0.606,0.122,-0.331
3907,1016.288,10.0,0.0
3908,33.478,-1.102,3.09
3909,-0.0,-0.0,-0.0
3910,225.072,-5.008,8.502
3911,80.982,7.192,2.865
3912,-55.411,1.743,-2.873
3913,451.098,8.219,4.665
3914,54.216,-0.685,3.784
3915,-244.499,-9.481,-1.217
3916,154.577,-6.602,3.289
3917,0.035,0.01,0.012
3918,-105.815,5.143,-2.299
3919,325.448,8.584,2.192
3920,358.637,-7.65,2.443
3921,-796.685,-10.0,-0.0
3922,173.13,-2.786,5.545
3923,0.561,0.157,0.233
3924,-425.231,9.533,-0.792
3925,1003.851,9.59,2.546
3926,0.649,-0.087,0.128
3927,-64.212,-6.137,-1.43
3928,345.418,-9.09,1.302
3929,1153.097,9.988,0.105
3930,-225.863,9.544,-0.552
3931,240.593,8.465,3.578
3932,84.4,-1.426,4.706
3933,-571.528,-9.997,-0.021
3934,15.593,-0.224,1.541
3935,111.948,3.916,4.883
3936,-159.102,3.249,-7.198
3937,0.026,0.008,0.009
3938,347.476,-7.363,2.463
3939,-732.282,-9.963,-0.228
3940,66.227,-1.429,2.918
3941,173.111,6.971,4.487
3942,-7.543,0.33,-0.911
3943,0.0,0.0,0.0
3944,798.388,-10.997,-0.103
3945,-519.9,-9.967,-0.083
3946,0.02,-0.002,0.008
3947,0.422,0.123,0.19
3948,-0.0,-0.0,-0.0
3949,835.51,9.71,1.985
3950,22.131,-0.57,2.7
3951,-0.0,-0.0,-0.0
3952,7.115,-1.024,1.266
3953,0.0,0.0,0.0
3954,-0.267,0.022,-0.132
3955,1169.427,9.856,1.171
3956,661.256,-7.05,4.137
3957,-2.474,-0.477,-1.074
3958,1056.536,-10.0,0.0
3959,739.666,10.0,0.0
3960,-486.867,8.305,-1.936
3961,768.864,10.0,0.0
3962,233.767,-3.245,4.832
3963,-0.945,-0.235,-0.356
3964,949.19,-10.0,0.0
3965,845.41,10.0,0.0
3966,-433.149,9.095,-0.695
3967,85.871,5.095,4.596
3968,105.275,-1.907,5.968
3969,-263.485,-9.999,-0.003
3970,5.597,-0.152,0.712
3971,412.582,7.096,8.221
3972,-2.957,0.107,-0.614
3973,83.685,7.197,1.345
3974,54.794,-1.344,2.436
3975,-318.183,-9.645,-0.965
3976,7.469,-0.236,0.98
3977,0.0,0.0,0.0
3978,-11.387,0.219,-1.56
3979,79.321,9.778,0.235
3980,603.346,-4.845,7.855
3981,-58.62,-3.27,-8.191
3982,0.846,-0.045,0.232
3983,16.731,2.637,0.908
3984,-228.897,4.549,-6.219
3985,650.459,9.957,0.176
3986,232.536,-3.543,8.448
3987,-297.619,-7.02,-6.486
3988,86.2,-5.966,2.616
3989,6.549,0.757,0.887
3990,-57.775,1.275,-6.086
3991,490.012,9.353,1.673
3992,11.808,-0.358,0.982
3993,-61.216,-4.687,-2.107
3994,7.153,-0.328,1.863
3995,241.841,6.533,9.67
3996,-335.928,8.723,-2.47
3997,615.513,7.535,8.69
3998,25.979,-0.35,2.425
3999,-215.795,-5.645,-5.203
4000,464.863,-9.766,0.697
4001,144.124,9.538,0.427
4002,-0.174,0.029,-0.062
4003,220.054,6.66,4.3
4004,672.624,-9.968,0.069
4005,-0.001,-0.001,-0.001
4006,544.305,-9.995,0.009
4007,1117.24,9.851,1.073
4008,-1359.633,11.112,0.115
4009,42.481,2.595,4.177
4010,662.495,-7.678,1.882
4011,-142.372,-7.524,-2.587
4012,0.0,-0.0,0.0
4013,429.067,9.917,0.142
4014,-85.493,2.218,-3.45
4015,0.0,0.0,0.0
4016,32.608,-6.004,1.636
4017,-284.578,-7.488,-3.722
4018,112.529,-2.629,3.357
4019,359.329,7.714,6.62
4020,-104.634,3.053,-4.967
4021,887.11,9.801,1.158
4022,17.798,-0.368,1.829
4023,-126.472,-7.613,-2.124
4024,854.407,-11.321,-1.143
4025,336.232,7.4,6.537
4026,-550.173,9.982,-0.066
4027,25.869,3.58,2.876
4028,252.758,-7.078,1.808
4029,-456.51,-9.87,-0.369
4030,2.248,-0.163,0.627
4031,253.383,5.923,6.702
4032,-457.96,4.76,-6.275
4033,316.039,7.295,5.035
4034,0.0,-0.0,0.0
4035,-768.172,-9.998,-0.012
4036,0.064,-0.007,0.054
4037,0.018,0.007,0.015
4038,-303.071,5.116,-3.812
4039,2.352,0.385,0.421
4040,550.394,-11.125,-0.379
4041,-518.389,-9.275,-1.828
4042,494.932,-9.621,0.914
4043,117.153,5.138,3.92
4044,-0.719,0.043,-0.319
4045,274.121,9.411,1.65
4046,49.024,-1.307,4.744
4047,-0.002,-0.001,-0.003
4048,214.963,-5.186,3.084
4049,93.515,4.467,3.015
4050,-91.5,6.483,-2.894
4051,589.126,8.036,6.349
4052,117.211,-1.798,4.857
4053,-455.36,-9.221,-2.667
4054,337.877,-5.962,6.892
4055,15.698,1.427,1.361
4056,-10.773,1.861,-2.076
4057,0.0,0.0,0.0
4058,79.781,-2.431,7.302
4059,-6.686,-1.317,-1.972
4060,722.717,-8.012,2.424
4061,1065.907,9.974,0.25
4062,-7.149,0.217,-0.952
4063,1174.454,9.988,0.114
4064,23.758,-0.749,3.353
4065,-785.484,-9.996,-0.025
4066,62.976,-7.65,1.377
4067,397.336,10.0,0.0
4068,-9.139,2.264,-1.402
4069,85.132,3.53,6.306
4070,150.261,-7.35,1.05
4071,-0.001,-0.0,-0.001
4072,45.919,-2.712,2.699
4073,35.547,2.018,3.035
4074,-746.033,9.999,-0.002
4075,501.442,9.731,0.763
4076,748.824,-5.016,6.365
4077,-642.929,-8.007,-8.087
4078,1.922,-0.088,0.343
4079,355.686,8.121,3.193
4080,-0.185,0.023,-0.074
4081,10.471,1.082,1.058
4082,436.67,-7.236,2.07
4083,-374.365,-8.766,-3.324
4084,0.333,-0.134,0.209
4085,0.0,0.0,0.0
4086,-2.597,0.103,-0.495
4087,0.092,0.023,0.069
4088,138.824,-2.005,5.461
4089,-10.444,-0.941,-1.76
4090,35.439,-3.645,2.333
4091,229.955,9.848,0.383
4092,-0.0,-0.0,-0.0
4093,0.0,0.0,0.0
4094,1024.054,-9.772,0.254
4095,-172.137,-4.96,-6.1
4096,0.0,0.0,0.0
4097,505.21,9.458,1.789
4098,-614.916,10.0,-0.0
4099,0.0,0.0,0.0
4100,14.701,-2.397,2.573
4101,-0.003,-0.002,-0.004
4102,13.475,-0.573,1.008
4103,950.197,10.0,0.0
4104,-908.54,8.156,-2.528
4105,298.834,7.141,5.195
4106,357.636,-3.891,6.978
4107,-10.216,-1.02,-2.187
4108,89.982,-8.861,0.991
4109,623.181,7.884,8.342
4110,-272.662,6.133,-2.287
4111,131.531,5.641,5.566
4112,968.157,-11.411,-0.744
4113,-826.45,-9.949,-0.407
4114,67.024,-2.515,2.337
4115,694.976,8.22,7.673
4116,-681.652,9.985,-0.037
4117,83.214,8.705,1.393
4118,344.568,-6.578,3.273
4119,-7.55,-1.039,-0.781
4120,12.174,-0.453,1.089
4121,85.923,3.226,4.037
4122,-235.17,3.843,-9.006
4123,1049.048,9.801,1.24
4124,35.31,-1.039,2.798
4125,-382.986,-8.162,-4.797
4126,243.641,-4.162,5.813
4127,582.867,10.0,0.0
4128,-1328.278,11.047,0.067
4129,755.113,8.831,4.599
4130,0.022,-0.001,0.013
4131,-0.0,-0.0,-0.0
4132,177.832,-3.962,10.096
4133,483.196,9.282,1.969
4134,-0.037,0.003,-0.018
4135,347.517,7.842,4.57
4136,41.433,-0.835,3.953
4137,-39.649,-3.0,-3.271
4138,86.752,-0.977,4.725
4139,0.0,0.0,0.0
4140,-432.09,10.0,-0.0
4141,114.832,7.246,1.977
4142,506.519,-10.0,0.0
4143,-0.791,-0.144,-0.14
4144,966.872,-10.694,0.673
4145,713.825,9.935,0.396
4146,-0.017,0.001,-0.006
4147,232.146,8.919,2.23
4148,1.62,-0.043,0.348
4149,-1158.119,-10.0,-0.0
4150,0.18,-0.043,0.117
4151,140.345,8.646,0.97
4152,-4.321,0.244,-1.037
4153,640.406,9.767,0.734
4154,0.032,-0.01,0.02
4155,-817.505,-9.679,-1.218
4156,766.704,-9.944,0.077
4157,17.781,2.094,2.777
4158,-0.0,0.0,-0.0
4159,0.0,0.0,0.0
4160,78.304,-2.564,3.393
4161,-479.903,-7.489,-6.457
4162,11.142,-0.301,1.171
4163,0.0,0.0,0.0
4164,-903.253,8.82,-1.237
4165,0.0,0.0,0.0
4166,379.099,-6.146,1.875
4167,-1014.573,-9.685,-1.726
4168,1.024,-0.052,0.298
4169,55.52,4.163,4.907
4170,-5.93,0.171,-1.026
4171,325.811,7.868,4.139
4172,704.912,-9.996,0.009
4173,-34.63,-2.308,-3.041
4174,399.326,-2.461,10.222
4175,0.005,0.005,0.002
4176,-37.498,0.657,-3.199
4177,211.49,6.122,5.101
4178,699.062,-9.999,0.003
4179,-184.772,-5.79,-8.596
4180,310.95,-10.0,0.0
4181,491.918,6.913,9.98
4182,-20.124,0.29,-2.03
4183,535.844,9.538,1.909
4184,157.158,-1.741,6.699
4185,-644.968,-8.802,-5.644
4186,385.943,-9.993,0.018
4187,44.2,3.799,2.552
4188,-0.002,0.0,-0.001
4189,108.167,7.8,1.435
4190,156.281,-1.987,7.658
4191,-210.676,-5.49,-8.681
4192,566.178,-6.559,4.649
4193,0.0,0.0,0.0
4194,-460.795,10.0,-0.0
4195,345.988,7.652,5.753
4196,212.978,-6.103,5.341
4197,-0.0,-0.0,-0.0
4198,3.152,-0.271,0.57
4199,702.309,10.0,0.0
4200,-97.179,2.026,-4.736
4201,283.33,8.466,1.935
4202,13.868,-0.934,2.315
4203,-711.857,-9.316,-2.269
4204,400.636,-9.212,1.682
4205,293.679,9.562,0.449
4206,-304.483,7.096,-2.411
4207,179.279,5.248,5.38
4208,0.0,0.0,0.0
4209,-337.902,-9.292,-0.873
4210,35.027,-1.118,3.31
4211,850.03,9.984,0.097
4212,-42.158,2.865,-2.461
4213,230.757,6.516,5.63
4214,17.315,-0.741,1.411
4215,-0.0,-0.0,-0.0
4216,145.727,-3.672,4.495
4217,0.0,0.0,0.0
4218,-607.85,4.305,-7.222
4219,597.78,10.0,0.0
4220,213.304,-2.255,9.037
4221,-3.622,-0.688,-0.469
4222,650.482,-9.994,0.017
4223,11.915,1.588,1.446
4224,-592.212,5.641,-5.76
4225,0.0,0.0,0.0
4226,246.256,-5.295,3.595
4227,-0.122,-0.038,-0.069
4228,310.316,-9.99,0.019
4229,0.001,0.0,0.0
4230,-0.192,0.036,-0.149
4231,4.226,0.767,1.095
4232,764.089,-9.129,2.696
4233,-0.0,-0.0,-0.0
4234,72.898,-1.831,5.535
4235,856.718,9.619,2.245
4236,-1130.486,9.366,-0.504
4237,805.358,8.862,4.808
4238,690.334,-10.0,0.0
4239,-220.983,-6.179,-7.666
4240,43.19,-9.61,0.594
4241,169.371,9.199,0.774
4242,-36.392,1.381,-3.068
4243,2.804,0.469,1.042
4244,0.003,-0.001,0.002
4245,-823.679,-10.0,-0.0
4246,297.254,-5.02,5.751
4247,925.287,9.507,2.595
4248,-0.08,0.008,-0.043
4249,56.667,2.949,2.83
4250,78.008,-1.442,3.181
4251,-274.174,-8.335,-2.789
4252,0.558,-0.049,0.333
4253,0.0,0.0,0.0
4254,-126.032,2.221,-9.032
4255,0.0,0.0,0.0
4256,269.252,-2.989,5.732
4257,-336.712,-9.086,-1.975
4258,64.811,-0.738,3.995
4259,936.934,9.913,0.391
4260,-0.736,0.02,-0.182
4261,207.072,8.491,4.444
4262,4.256,-0.16,0.466
4263,-10.726,-1.13,-1.161
4264,3.009,-0.218,0.462
4265,189.095,5.711,8.67
4266,-82.669,1.139,-5.679
4267,0.274,0.061,0.219
4268,13.656,-0.395,1.901
4269,-395.707,-9.819,-0.551
4270,10.225,-0.473,1.201
4271,322.747,8.573,3.06
4272,-18.726,3.688,-2.109
4273,55.636,4.636,2.367
4274,398.65,-10.0,0.0
4275,-221.288,-5.953,-6.866
4276,272.846,-9.997,0.004
4277,653.151,7.469,10.201
4278,-934.989,9.718,-0.335
4279,6.189,0.947,0.788
4280,794.915,-6.263,6.516
4281,-1073.271,-10.0,-0.0
4282,959.113,-8.556,1.385
4283,462.195,8.677,5.836
4284,-191.307,9.678,-0.393
4285,713.552,9.858,0.604
4286,0.007,-0.001,0.002
4287,-420.206,-7.89,-4.115
4288,0.177,-0.025,0.083
4289,276.519,6.334,5.599
4290,-191.397,8.573,-1.918
4291,95.121,9.006,1.138
4292,2.491,-0.109,0.837
4293,-0.029,-0.014,-0.03
4294,7.832,-0.945,2.304
4295,117.494,4.162,6.635
4296,-0.0,-0.0,-0.0
4297,90.207,4.932,4.095
4298,0.0,-0.0,0.0
4299,-875.191,-10.0,-0.0
4300,792.929,-8.417,1.566
4301,0.004,0.002,0.004
4302,-408.428,2.796,-9.471
4303,543.062,7.735,9.459
4304,132.441,-3.115,8.093
4305,-12.782,-2.258,-2.552
4306,0.0,-0.0,0.0
4307,0.32,0.064,0.162
4308,-2.892,0.1,-0.781
4309,0.0,0.0,0.0
4310,45.215,-3.782,1.263
4311,-42.591,-5.553,-1.437
4312,883.142,-9.778,1.615
4313,0.0,0.0,0.0
4314,-0.008,0.001,-0.006
4315,941.697,9.655,2.44
4316,1.185,-0.044,0.251
4317,-261.362,-6.96,-4.63
4318,12.819,-0.306,1.031
4319,450.167,9.991,0.027
4320,-40.432,1.25,-2.512
4321,834.009,10.0,0.0
4322,145.539,-6.267,2.882
4323,-865.409,-10.0,-0.001
4324,371.869,-4.383,6.504
4325,595.883,7.418,9.235
4326,-1.25,0.069,-0.316
4327,524.597,9.604,1.464
4328,44.876,-1.983,2.569
4329,-28.239,-3.39,-4.366
4330,343.65,-9.966,0.022
4331,604.045,9.683,1.441
4332,-75.058,2.504,-3.606
4333,50.771,5.274,3.009
4334,40.46,-0.893,2.793
4335,-14.513,-1.723,-1.639
4336,720.714,-11.269,-0.412
4337,0.625,0.156,0.264
4338,-166.169,5.622,-3.328
4339,7.337,1.0,0.938
4340,166.18,-1.693,6.997
4341,-480.87,-9.85,-0.467
4342,818.49,-10.0,0.001
4343,6.537,1.019,0.716
4344,-359.154,11.011,0.2
4345,966.67,9.942,0.399
4346,11.678,-0.26,1.779
4347,-102.481,-4.893,-3.775
4348,378.407,-7.026,1.458
4349,900.926,10.0,0.001
4350,-618.145,8.382,-1.53
4351,61.238,3.069,3.283
4352,242.481,-6.163,6.846
4353,-685.553,-9.996,-0.012
4354,577.721,-10.0,0.0
4355,88.251,4.278,5.549
4356,-0.021,0.003,-0.015
4357,24.897,3.716,2.71
4358,522.901,-9.986,0.031
4359,-1123.076,-10.0,-0.0
4360,633.039,-11.26,-1.181
4361,0.0,0.0,0.0
4362,-0.0,-0.0,-0.0
4363,1.08,-0.161,0.592
4364,16.051,1.694,1.85
4365,-11.885,4.167,-1.315
4366,489.462,9.876,0.342
4367,16.765,-0.231,1.556
4368,-158.483,-5.677,-4.947
4369,5.588,-0.254,0.953
4370,360.499,7.228,6.829
